date,pm2.5,pm10,o3,no2,so2,co
2017-05-11,,,71,12,,
2017-05-12,,,42,12,,
2017-05-13,,,68,13,,
2017-05-14,,,52,12,,
2017-05-15,,,48,12,,
2017-05-16,,,73,14,,
2017-05-17,,,32,27,,
2017-05-18,,,21,5,,
2017-05-19,,,63,15,,
2017-05-20,,,57,14,,
2017-05-21,,,71,13,,
2017-05-22,,,60,18,,
2017-05-23,,,150,18,,
2017-05-24,,,128,16,,
2017-05-25,,,128,13,,
2017-05-26,,,109,14,,
2017-05-27,,,60,13,,
2017-05-28,,,78,10,,
2017-05-29,,,93,17,,
2017-05-30,,,67,12,,
2017-05-31,,,43,14,,
2017-06-01,,,133,17,,
2017-06-02,,,142,16,,
2017-06-03,,,120,18,,
2017-06-04,,,114,17,,
2017-06-05,,,130,16,,
2017-06-06,,,89,17,,
2017-06-07,,,96,14,,
2017-06-08,,,66,14,,
2017-06-09,,,67,15,,
2017-06-10,,,85,17,,
2017-06-11,,,64,13,,
2017-06-12,,,69,23,,
2017-06-13,,,64,,,
2017-06-14,,,,,,
2017-06-15,,,,,,
2017-06-16,,,,,,
2017-06-17,,,,,,
2017-06-18,,,,,,
2017-06-19,,,,,,
2017-06-20,,,,,,
2017-06-21,,,,16,,
2017-06-22,,,32,17,,
2017-06-23,,,39,14,,
2017-06-24,,,,15,,
2017-06-25,,,,15,,
2017-06-26,,,,15,,
2017-06-27,,,,15,,
2017-06-28,,,,12,,
2017-06-29,,,,13,,
2017-06-30,,,,17,,
2017-07-01,,,,17,,
2017-07-02,,,,15,,
2017-07-03,,,,15,,
2017-07-04,,,,18,,
2017-07-05,,,,16,,
2017-07-06,,,,13,,
2017-07-07,,,,17,,
2017-07-08,,,,19,,
2017-07-09,,,,15,,
2017-07-10,,,,14,,
2017-07-11,,,,16,,
2017-07-12,,,,12,,
2017-07-13,,,,13,,
2017-07-14,,,,12,,
2017-07-15,,,,14,,
2017-07-16,,,,14,,
2017-07-17,,,,12,,
2017-07-18,,,,17,,
2017-07-19,,,,13,,
2017-07-20,,,,17,,
